Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
[BOOK][B] Machine learning: the art and science of algorithms that make sense of data,P Flach - 2012 - books.google.com,"As one of the most comprehensive machine learning texts around, this book does justice to 
the field's incredible richness, but without losing sight of the unifying principles. Peter Flach's …",https://books.google.com/books?hl=en&lr=&id=Ofp4h_oXsZ4C&oi=fnd&pg=PR15&dq=Data+Science&ots=XLwVijfwOS&sig=Q_j08VB5yeqEs6eRwrjft4-6Y64,1607,9,"https://scholar.google.com/scholar?q=related:7NgP2V_n4IcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Bayesian ideas and data analysis: an introduction for scientists and statisticians,"R Christensen, W Johnson, A Branscum, TE Hanson - 2011 - books.google.com","… methodology allows every data analyst their own prior distribution, we believe that it remains 
consistent with the practice of science. For large amounts of data, scientists with different …",https://books.google.com/books?hl=en&lr=&id=qPERhCbePNcC&oi=fnd&pg=PP1&dq=Data+Science&ots=LbwV_onsLH&sig=TIm754yd68IDC4yNXlwzZyb4ttE,517,3,"https://scholar.google.com/scholar?q=related:NgDFT5BsGNUJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] Data sharing by scientists: practices and perceptions,"C Tenopir, S Allard, K Douglass, AU Aydinoglu, L Wu… - PloS one, 2011 - journals.plos.org","… of scientists' current data sharing practices and their perceptions of the barriers and enablers 
of data sharing. The survey was conducted by the research team of the National Science …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0021101,1408,23,"https://scholar.google.com/scholar?q=related:ricweQMBMxUJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[HTML][HTML] MIMIC-III, a freely accessible critical care database","AEW Johnson, TJ Pollard, L Shen, LH Lehman, M Feng… - Scientific data, 2016 - nature.com","… The Laboratory for Computational Physiology at Massachusetts Institute of Technology is 
an interdisciplinary team of data scientists and practicing physicians. MIMIC-III is the third …",https://www.nature.com/articles/sdata201635,5297,18,"https://scholar.google.com/scholar?q=related:kszvXMyeDgAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Analysis of multivariate social science data,"DJ Bartholomew, F Steele, I Moustaki - 2008 - books.google.com","… The two together give an economical summarisation of the raw data. … data in a form which 
is easier to grasp than would be the case if we merely looked at the large mass of raw data…",https://books.google.com/books?hl=en&lr=&id=Q2bvBQAAQBAJ&oi=fnd&pg=PP1&dq=Data+Science&ots=aeOvjR4YQj&sig=0z7E36dhO1Yxgti0uw0vH_1x0MA,943,12,"https://scholar.google.com/scholar?q=related:fG043iTW6i0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] Array programming with NumPy,"CR Harris, KJ Millman, SJ Van Der Walt, R Gommers… - Nature, 2020 - nature.com","… has provided hundreds of junior scientists with experience in … The recent rapid growth of 
data science, machine learning … in the natural and social sciences. These tools have become …",https://www.nature.com/articles/s41586-020-2649-2,9564,17,"https://scholar.google.com/scholar?q=related:wI-8zxOLJeEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"An overview of blockchain technology: Architecture, consensus, and future trends","Z Zheng, S Xie, H Dai, X Chen… - … congress on big data  …, 2017 - ieeexplore.ieee.org","… Blockchain could be well combined with big data. Here we roughly categorized the 
combination into two types: data management and data analytics. As for data management, …",https://ieeexplore.ieee.org/abstract/document/8029379/,3939,17,"https://scholar.google.com/scholar?q=related:5N-d50b3oswJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Intermediate Accounting, Volume 2","DE Kieso, JJ Weygandt, TD Warfield, IM Wiecek… - 2019 - books.google.com","… How do companies use this explosion of data to make accounting and other decisions? We 
… field of data analytics in vignettes and in chapter topics. The Data analytics word mark calls …",https://books.google.com/books?hl=en&lr=&id=e07iDwAAQBAJ&oi=fnd&pg=PR6&dq=Data+Science&ots=wiAFr1BaSm&sig=kBwLNOE7B4GQZGQ8YCo8bHOWO3M,4202,14,"https://scholar.google.com/scholar?q=related:EWbfFZ5dSJwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Quantitative data analysis for social scientists,"A Bryman, D Cramer - Estudios Geográficos, 1992 - search.proquest.com","término que la autora considera, Page 1 BIBLIOGRAFÍA el capítulo cinco en el que se 
sistematiza el siempre complejo tema de las políticas de población, término que la autora …",https://search.proquest.com/openview/71ba8781f88a269938b860d448e6e8d2/1?pq-origsite=gscholar&cbl=1818083,1687,7,"https://scholar.google.com/scholar?q=related:lZxErV621HcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Online analysis enhances use of NASA earth science data,"JG Acker, G Leptoukh - Eos, Transactions American …, 2007 - Wiley Online Library","… the relevant data from an unfamiliar data format, and then (finally) ana lyzing the data to … 
Researchers unfamiliar with the data, ranging from experienced scientists and post doctoral …",https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2007EO020003,999,5,"https://scholar.google.com/scholar?q=related:dQdS3k-4a90J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] How many scientists fabricate and falsify research? A systematic review and meta-analysis of survey data,"D Fanelli - PloS one, 2009 - journals.plos.org","… data on scientists' reaction to alleged cases of misconduct was extracted from included studies. 
Since these data … that did not distinguish between data manipulation and plagiarism were …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0005738,2025,37,"https://scholar.google.com/scholar?q=related:mozl0j2k_7sJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Fog computing: A platform for internet of things and analytics,"F Bonomi, R Milito, P Natarajan, J Zhu - Big data and internet of things: A …, 2014 - Springer","… Data Analytics: This system generates huge amounts of data. … applications, the data can 
be used to run analytics over longer … data). The cloud is the natural place to run this rich batch …",https://link.springer.com/chapter/10.1007/978-3-319-05029-4_7,1534,6,"https://scholar.google.com/scholar?q=related:7DVzFOSp0BwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The analysis of social science data with missing values,"RJA Little, DB Rubin - Sociological methods & research, 1989 - journals.sagepub.com","… The problem we address is the modification of complete-data analysis to handle data sets 
with … Some missing-data methods are designed to handle any pattern of missing data. Others …",https://journals.sagepub.com/doi/pdf/10.1177/0049124189018002004,1473,5,"https://scholar.google.com/scholar?q=related:WoPGhE2lMTcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Big Data consumer analytics and the transformation of marketing,"S Erevelles, N Fukawa, L Swayne - Journal of business research, 2016 - Elsevier","… include the insight of data scientists and strategists who know how to capture information 
from consumer activities, as well as manage and extract insights from Big Data. Third, …",https://www.sciencedirect.com/science/article/pii/S0148296315002842,1441,7,"https://scholar.google.com/scholar?q=related:ZLiwShH6Qx0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Mastering data mining: The art and science of customer relationship management,"MA Berry, GS Linoff - Industrial Management & Data Systems, 2000 - emerald.com","… in commercial data mining. Their first book acquainted the readers with the new generation 
of data … Mastering Data Mining shifts the focus from understanding data mining techniques to …",https://www.emerald.com/insight/content/doi/10.1108/imds.2000.100.5.245.2/full/html,1595,2,"https://scholar.google.com/scholar?q=related:FnH9YsfHWCEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Linear and nonlinear programming,"DG Luenberger, Y Ye - 1984 - Springer","… researchers, numerical analysts, management scientists, and other specialists from the host 
… fields such as Data Sciences, Machine Learning, and Decision Analytics. One major insight …",https://link.springer.com/content/pdf/10.1007/978-3-030-85450-8.pdf,12929,30,"https://scholar.google.com/scholar?q=related:zor3HLDqbxEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Science as practice and culture,A Pickering - 2010 - books.google.com,"… the differing approaches to science-as-practice pursued by the leading authors? And 
how could I bring the tension between studies of science-as-knowledge and science-as-practice …",https://books.google.com/books?hl=en&lr=&id=luZaEAAAQBAJ&oi=fnd&pg=PR5&dq=Data+Science&ots=JEvzaVTBNU&sig=b-wDYcma0jVud03KAF9UUwaByyo,2679,7,"https://scholar.google.com/scholar?q=related:L2nb2JVrIx8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Color science: concepts and methods, quantitative data and formulae","G Wyszecki, WS Stiles - 2000 - books.google.com","… Our basic approach to color science has not changed. The second edition is again a 
collection of concepts and methods, quantitative data, and formulae bearing on color science …",https://books.google.com/books?hl=en&lr=&id=dOKdEAAAQBAJ&oi=fnd&pg=PA1&dq=Data+Science&ots=_w5_Sz_9xq&sig=c4e6n_KaMMf1LAT0_V5FcW5onsg,11325,8,"https://scholar.google.com/scholar?q=related:XFBDHY534w8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Statistics: methods and applications: a comprehensive reference for science, industry, and data mining","T Hill, P Lewicki, P Lewicki - 2006 - books.google.com","… Data from correlational research can only be interpreted in causal terms based on some 
theories that we have, but correlational data … and comparisons performed on the data set, on the …",https://books.google.com/books?hl=en&lr=&id=TI2TGjeilMAC&oi=fnd&pg=PR15&dq=Data+Science&ots=PAlDrjGF4z&sig=cNJeIsSSmBZ0ibFGVaNUd1Hk23Y,2583,,"https://scholar.google.com/scholar?q=related:UzQA77dddnsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Internet of things: A survey on enabling technologies, protocols, and applications","A Al-Fuqaha, M Guizani, M Mohammadi… - … surveys & tutorials, 2015 - ieeexplore.ieee.org","… Moreover, we explore the relation between the IoT and other emerging technologies 
including big data analytics and cloud and fog computing. We also present the need for better …",https://ieeexplore.ieee.org/abstract/document/7123563/,8296,17,"https://scholar.google.com/scholar?q=related:_580w7HT728J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Beyond the data deluge,"G Bell, T Hey, A Szalay - Science, 2009 - science.org","… data movement and analysis rather than computing, while in astronomy and other sciences, 
integrated data systems allow data … instead of requiring download of large amounts of data. …",https://www.science.org/doi/abs/10.1126/science.1170411,822,8,"https://scholar.google.com/scholar?q=related:ShqriAgudk4J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
A survey of data provenance in e-science,"YL Simmhan, B Plale, D Gannon - ACM Sigmod Record, 2005 - dl.acm.org","… of data provenance characteristics and apply it to current research efforts in e-science, focusing 
… The growing number and size of computational and data resources coupled with uniform …",https://dl.acm.org/doi/abs/10.1145/1084805.1084812,1576,5,"https://scholar.google.com/scholar?q=related:8CInAY0yv0kJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] A new initiative on precision medicine,"FS Collins, H Varmus - New England journal of medicine, 2015 - Mass Medical Soc","… of biologists, physicians, technology developers, data scientists, patient groups, and others. 
The … Worldwide interest in the initiative's goals should motivate and attract visionary scientists …",https://www.nejm.org/doi/full/10.1056/NEJMp1500523,4914,14,"https://scholar.google.com/scholar?q=related:_yX6rsxO0XAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Qualitative data analysis: A user friendly guide for social scientists,I Dey - 2003 - books.google.com,"… the data Two trails of links through the data Following a trail of … links through the data A 
‘chain’ of causal links in the data … science (and science for that matter) without qualitative data …",https://books.google.com/books?hl=en&lr=&id=1OKIAgAAQBAJ&oi=fnd&pg=PP1&dq=Data+Science&ots=rTf5GOmM3A&sig=3-n7hCuZyzHQCGiuQ12xgVYf39o,9105,19,"https://scholar.google.com/scholar?q=related:31FKQkLfieIJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
